Date,^GSPC,^DJI,^IXIC,^BVSP
9/3/19,2906.27002,26403.2793,7874.160156,103501
9/4/19,2937.780029,26118.01953,7976.879883,103680
9/5/19,2976,26355.4707,8116.830078,104617
9/6/19,2978.709961,26728.15039,8103.069824,104532
9/9/19,2978.429932,26797.46094,8087.439941,104339
9/10/19,2979.389893,26835.50977,8084.160156,104817
9/11/19,3000.929932,26909.42969,8169.680176,104638
9/12/19,3009.570068,27137.03906,8194.469727,103876
9/13/19,3007.389893,27182.44922,8176.709961,104481
9/16/19,2997.959961,27219.51953,8153.540039,105319
9/17/19,3005.699951,27076.82031,8186.02002,105078
9/18/19,3006.72998,27110.80078,8177.390137,104745
9/19/19,3006.790039,27147.08008,8182.879883,104053
9/20/19,2992.070068,27094.78906,8117.669922,101031
9/23/19,2991.780029,26935.07031,8112.459961,101516
9/24/19,2966.600098,26949.99023,7993.629883,102551
9/25/19,2984.870117,26807.76953,8077.379883,100573
9/26/19,2977.620117,26970.71094,8030.660156,99981
9/27/19,2961.790039,26891.11914,7939.629883,101249
9/30/19,2976.73999,26820.25,7999.339844,101817
10/1/19,2940.25,26916.83008,7908.680176,103832
10/2/19,2887.610107,26573.03906,7785.25,104302
10/3/19,2910.629883,26078.61914,7872.259766,104490
10/4/19,2952.01001,26201.03906,7982.470215,105423
10/7/19,2938.790039,26573.7207,7956.290039,105016
10/8/19,2893.060059,26478.01953,7823.779785,104729
10/9/19,2919.399902,26164.03906,7903.740234,106022
10/10/19,2938.129883,26346.00977,7950.779785,107381
10/11/19,2970.27002,26496.66992,8057.040039,107544
10/14/19,2966.149902,26816.58984,8048.649902,106986
10/15/19,2995.679932,26787.35938,8148.709961,107364
10/16/19,2989.689941,27024.80078,8124.180176,108187
10/17/19,2997.949951,27001.98047,8156.850098,107556
10/18/19,2986.199951,27025.88086,8089.540039,108408
10/21/19,3006.719971,26770.19922,8162.990234,107220
10/22/19,2995.98999,26827.64063,8104.299805,108196
10/23/19,3004.52002,26788.09961,8119.790039,108601
10/24/19,3010.290039,26833.94922,8185.799805,108451
10/25/19,3022.550049,26805.5293,8243.120117,108336
10/28/19,3039.419922,26958.06055,8325.990234,109581
10/29/19,3036.889893,27090.7207,8276.849609,107629
10/30/19,3046.77002,27071.46094,8303.980469,108215
10/31/19,3037.560059,27186.68945,8292.360352,106785
11/1/19,3066.909912,27046.23047,8386.400391,105914
11/4/19,3078.27002,27347.35938,8433.200195,106557
11/5/19,3074.620117,27462.10938,8434.679688,106347
11/6/19,3076.780029,27492.63086,8410.629883,105618
11/7/19,3085.179932,27492.56055,8434.519531,107497
11/8/19,3093.080078,27674.80078,8475.30957,108692
11/11/19,3087.01001,27681.24023,8464.280273,108424
11/12/19,3091.840088,27691.49023,8486.089844,107059
11/13/19,3094.040039,27691.49023,8482.099609,107708
11/14/19,3096.629883,27783.58984,8479.019531,108290
11/15/19,3120.459961,27781.96094,8540.830078,108233
11/18/19,3122.030029,28004.89063,8549.94043,109061
11/19/19,3120.179932,28036.2207,8570.660156,109005
11/20/19,3108.459961,27934.01953,8526.730469,110301
11/21/19,3103.540039,27821.08984,8506.209961,110622
11/22/19,3110.290039,27766.28906,8519.879883,111126
11/25/19,3133.639893,27875.61914,8632.490234,110977
11/26/19,3140.52002,28066.4707,8647.929688,110672
11/27/19,3153.629883,28121.67969,8705.179688,110964
11/29/19,3140.97998,28164,8665.469727,112200
12/2/19,3113.870117,28051.41016,8567.990234,112565
12/3/19,3093.199951,27783.03906,8520.639648,111896
12/4/19,3112.76001,27502.81055,8566.669922,112616
12/5/19,3117.429932,27649.7793,8570.700195,114315
12/6/19,3145.909912,27677.78906,8656.530273,115131
12/9/19,3135.959961,28015.06055,8621.830078,115121
12/10/19,3132.52002,27909.59961,8616.179688,115863
12/11/19,3141.629883,27881.7207,8654.049805,117203
12/12/19,3168.570068,27911.30078,8717.320313,116534
12/13/19,3168.800049,28132.05078,8734.879883,115964
12/16/19,3191.449951,28135.38086,8814.230469,118573
12/17/19,3192.52002,28235.89063,8823.360352,117707
12/18/19,3191.139893,28267.16016,8827.740234,116878
12/19/19,3205.370117,28239.2793,8887.219727,116662
12/20/19,3221.219971,28376.96094,8924.959961,116247
12/23/19,3224.01001,28455.08984,8945.650391,115947
12/24/19,3223.379883,28551.5293,8952.879883,115503
12/26/19,3239.909912,28515.44922,9022.389648,117325
12/27/19,3240.02002,28621.39063,9006.620117,117632
12/30/19,3221.290039,28645.25977,8945.990234,116414
12/31/19,3230.780029,28462.14063,8972.599609,116704
1/2/20,3257.850098,28538.43945,9092.19043,118478
1/3/20,3234.850098,28868.80078,9020.769531,118862
1/6/20,3246.280029,28634.88086,9071.469727,117026
1/7/20,3237.179932,28703.38086,9068.580078,118391
1/8/20,3253.050049,28583.67969,9129.240234,119528
1/9/20,3274.699951,28745.08984,9203.429688,118376
1/10/20,3265.350098,28956.90039,9178.860352,114482
1/13/20,3288.129883,28823.76953,9273.929688,116479
1/14/20,3283.149902,28907.05078,9251.330078,115385
1/15/20,3289.290039,28939.66992,9258.700195,115528
1/16/20,3316.810059,29030.2207,9357.129883,113761
1/17/20,3329.620117,29297.64063,9388.94043,114629
1/21/20,3320.790039,29348.09961,9370.80957,115557
1/22/20,3321.75,29196.03906,9383.769531,116028
1/23/20,3325.540039,29186.26953,9402.480469,115190
1/24/20,3295.469971,29160.08984,9314.910156,113770
1/27/20,3243.629883,28989.73047,9139.30957,112570
1/28/20,3276.23999,28535.80078,9269.679688,115371
1/29/20,3273.399902,28722.84961,9275.160156,116674
1/30/20,3283.659912,28734.44922,9298.929688,115662
1/31/20,3225.52002,28859.43945,9150.94043,114381
2/3/20,3248.919922,28256.0293,9273.400391,115309
2/4/20,3297.590088,28399.81055,9467.969727,114977
2/5/20,3334.689941,28807.63086,9508.679688,116518
2/6/20,3345.780029,29290.84961,9572.150391,114586
2/7/20,3327.709961,29379.76953,9520.509766,113681
2/10/20,3352.090088,29102.50977,9628.389648,113681
2/11/20,3357.75,29276.82031,9638.94043,102984
2/12/20,3379.449951,29276.33984,9725.959961,104172
2/13/20,3373.939941,29551.41992,9711.969727,106625
2/14/20,3380.159912,29423.31055,9731.179688,105537
2/18/20,3370.290039,29398.08008,9732.740234,107224
2/19/20,3386.149902,29232.18945,9817.179688,102233
2/20/20,3373.22998,29348.0293,9750.969727,97997
2/21/20,3337.75,29219.98047,9576.589844,86067
2/24/20,3225.889893,28992.41016,9221.280273,92214
2/25/20,3128.209961,27960.80078,8965.610352,85171
2/26/20,3116.389893,27081.35938,8980.780273,72583
2/27/20,2978.76001,26957.58984,8566.480469,82678
2/28/20,2954.219971,25766.64063,8567.370117,71168
3/2/20,3090.22998,25409.35938,8952.169922,74617
3/3/20,3003.370117,26703.32031,8684.089844,66895
3/4/20,3130.120117,25917.41016,9018.089844,68332
3/5/20,3023.939941,27090.85938,8738.589844,67069
3/6/20,2972.370117,26121.2793,8575.620117,63570
3/9/20,2746.560059,25864.7793,7950.680176,69729
3/10/20,2882.22998,23851.01953,8344.25,74956
3/11/20,2741.379883,25018.16016,7952.049805,77710
3/12/20,2480.639893,23553.2207,7201.799805,73429
3/13/20,2711.02002,21200.61914,7874.879883,74640
3/16/20,2386.129883,23185.61914,6904.589844,73020
3/17/20,2529.189941,20188.51953,7334.779785,70967
3/18/20,2398.100098,21237.38086,6989.839844,72253
3/19/20,2409.389893,19898.91992,7150.580078,69538
3/20/20,2304.919922,20087.18945,6879.52002,74073
3/23/20,2237.399902,19173.98047,6860.669922,76358
3/24/20,2447.330078,18591.92969,7417.859863,78625
3/25/20,2475.560059,20704.91016,7384.299805,77682
3/26/20,2630.070068,21200.55078,7797.540039,78836
3/27/20,2541.469971,22552.16992,7502.379883,79918
3/30/20,2626.649902,21636.7793,7774.149902,78831
3/31/20,2584.590088,22327.48047,7700.100098,77812
4/1/20,2470.5,21917.16016,7360.580078,78990
4/2/20,2526.899902,20943.50977,7487.310059,78973
4/3/20,2488.649902,21413.43945,7373.080078,80687
4/6/20,2663.679932,21052.5293,7913.240234,79673
4/7/20,2659.409912,22679.99023,7887.259766,75331
4/8/20,2749.97998,22653.85938,8090.899902,78239
4/9/20,2789.820068,23433.57031,8153.580078,81312
4/13/20,2761.629883,23719.36914,8192.419922,83171
4/14/20,2846.060059,23390.76953,8515.740234,80506
4/15/20,2783.360107,23949.75977,8393.179688,78876
4/16/20,2799.550049,23504.34961,8532.360352,79471
4/17/20,2874.560059,23537.67969,8650.139648,79064
4/20/20,2823.159912,24242.49023,8560.730469,78119
4/21/20,2736.560059,23650.43945,8263.230469,80263
4/22/20,2799.310059,23018.88086,8495.379883,79065
4/23/20,2797.800049,23475.82031,8494.75,77872
4/24/20,2836.73999,23515.25977,8634.519531,77772
4/27/20,2878.47998,23775.26953,8730.160156,79011
4/28/20,2863.389893,24133.7793,8607.730469,77557
4/29/20,2939.51001,24101.55078,8914.709961,81194
4/30/20,2912.429932,24633.85938,8889.549805,80742
5/1/20,2830.709961,24345.7207,8604.950195,81319
5/4/20,2842.73999,23723.68945,8710.709961,83027
5/5/20,2868.439941,23749.75977,8809.120117,82173
5/6/20,2848.419922,23883.08984,8854.389648,85663
5/7/20,2881.189941,23664.64063,8979.660156,85469
5/8/20,2929.800049,23875.89063,9121.320313,87946
5/11/20,2930.189941,24331.32031,9192.339844,86949
5/12/20,2870.120117,24221.99023,9002.549805,87403
5/13/20,2820,23764.7793,8863.169922,88620
5/14/20,2852.5,23247.9707,8943.719727,91046
5/15/20,2863.699951,23625.33984,9014.55957,93002
5/18/20,2953.909912,23685.41992,9234.830078,93829
5/19/20,2922.939941,24597.36914,9185.099609,94637
5/20/20,2971.610107,24206.85938,9375.780273,97645
5/21/20,2948.51001,24575.90039,9284.879883,96747
5/22/20,2955.449951,24474.11914,9324.589844,94686
5/26/20,2991.77002,24465.16016,9340.219727,92795
5/27/20,3036.129883,24995.10938,9412.360352,92376
5/28/20,3029.72998,25548.26953,9368.990234,93531
5/29/20,3044.310059,25400.64063,9489.870117,95547
6/1/20,3055.72998,25383.10938,9552.049805,96125
6/2/20,3080.820068,25475.01953,9608.379883,96572
